municipality_code,total_poi_tourist,total_monuments_historiques,total_musees_galeries,total_plages,total_parcs_naturels,total_attractions_modernes,total_sites_randonnee,total_quartiers_culturels
24274,1,1,0,0,0,0,0,0
37205,1,1,0,0,0,0,0,0
22189,1,1,0,0,0,0,0,0
33489,1,1,0,0,0,0,0,0
77433,1,1,0,0,0,0,0,0
36248,1,1,0,0,0,0,0,0
71328,1,1,0,0,0,0,0,0
11120,1,1,0,0,0,0,0,0
41131,1,1,0,0,0,0,0,0
60188,1,1,0,0,0,0,0,0
29099,1,1,0,0,0,0,0,0
11218,1,1,0,0,0,0,0,0
95177,1,1,0,0,0,0,0,0
02412,1,1,0,0,0,0,0,0
21043,1,1,0,0,0,0,0,0
85189,1,1,0,0,0,0,0,0
60595,1,1,0,0,0,0,0,0
18213,1,1,0,0,0,0,0,0
54088,1,1,0,0,0,0,0,0
01379,1,1,0,0,0,0,0,0
14555,1,1,0,0,0,0,0,0
77293,1,1,0,0,0,0,0,0
79200,1,1,0,0,0,0,0,0
87050,1,1,0,0,0,0,0,0
29160,1,1,0,0,0,0,0,0
49216,1,1,0,0,0,0,0,0
83094,1,1,0,0,0,0,0,0
61111,1,1,0,0,0,0,0,0
08110,1,1,0,0,0,0,0,0
37257,1,1,0,0,0,0,0,0
21674,1,1,0,0,0,0,0,0
23182,1,1,0,0,0,0,0,0
71460,1,1,0,0,0,0,0,0
60155,1,1,0,0,0,0,0,0
14627,1,1,0,0,0,0,0,0
08194,1,1,0,0,0,0,0,0
12197,1,1,0,0,0,0,0,0
85261,1,1,0,0,0,0,0,0
31304,1,1,0,0,0,0,0,0
38495,1,1,0,0,0,0,0,0
76033,1,1,0,0,0,0,0,0
43184,1,1,0,0,0,0,0,0
67074,1,1,0,0,0,0,0,0
26067,1,1,0,0,0,0,0,0
33246,1,1,0,0,0,0,0,0
32212,1,1,0,0,0,0,0,0
24133,1,1,0,0,0,0,0,0
33434,1,1,0,0,0,0,0,0
89379,1,1,0,0,0,0,0,0
50044,1,1,0,0,0,0,0,0
44070,1,1,0,0,0,0,0,0
61198,1,1,0,0,0,0,0,0
03115,1,1,0,0,0,0,0,0
61130,1,1,0,0,0,0,0,0
67391,1,1,0,0,0,0,0,0
67080,1,1,0,0,0,0,0,0
32082,1,1,0,0,0,0,0,0
45280,1,1,0,0,0,0,0,0
26041,1,1,0,0,0,0,0,0
28334,1,1,0,0,0,0,0,0
17026,1,1,0,0,0,0,0,0
48085,1,1,0,0,0,0,0,0
21204,1,1,0,0,0,0,0,0
95170,1,1,0,0,0,0,0,0
56188,1,1,0,0,0,0,0,0
23171,1,1,0,0,0,0,0,0
06112,1,1,0,0,0,0,0,0
38303,1,1,0,0,0,0,0,0
72253,1,1,0,0,0,0,0,0
72306,1,1,0,0,0,0,0,0
02115,1,1,0,0,0,0,0,0
42146,1,1,0,0,0,0,0,0
41132,1,1,0,0,0,0,0,0
19051,1,1,0,0,0,0,0,0
53035,1,1,0,0,0,0,0,0
27370,1,1,0,0,0,0,0,0
11212,1,1,0,0,0,0,0,0
70228,1,1,0,0,0,0,0,0
30228,1,1,0,0,0,0,0,0
70169,1,1,0,0,0,0,0,0
27554,1,1,0,0,0,0,0,0
23005,1,1,0,0,0,0,0,0
77164,1,1,0,0,0,0,0,0
21411,1,1,0,0,0,0,0,0
71223,1,1,0,0,0,0,0,0
37204,1,1,0,0,0,0,0,0
36020,1,1,0,0,0,0,0,0
12094,1,1,0,0,0,0,0,0
64406,1,1,0,0,0,0,0,0
41281,1,1,0,0,0,0,0,0
58281,1,1,0,0,0,0,0,0
57251,1,1,0,0,0,0,0,0
07084,1,1,0,0,0,0,0,0
42105,1,1,0,0,0,0,0,0
33196,1,1,0,0,0,0,0,0
17320,1,1,0,0,0,0,0,0
32408,1,1,0,0,0,0,0,0
78188,1,1,0,0,0,0,0,0
29302,1,1,0,0,0,0,0,0
78310,1,1,0,0,0,0,0,0
27415,1,1,0,0,0,0,0,0
01202,1,1,0,0,0,0,0,0
03148,1,1,0,0,0,0,0,0
64177,1,1,0,0,0,0,0,0
78618,1,1,0,0,0,0,0,0
24200,1,1,0,0,0,0,0,0
06070,1,1,0,0,0,0,0,0
31441,1,1,0,0,0,0,0,0
12160,1,1,0,0,0,0,0,0
28022,1,1,0,0,0,0,0,0
21181,1,1,0,0,0,0,0,0
03121,1,1,0,0,0,0,0,0
27230,1,1,0,0,0,0,0,0
33461,1,1,0,0,0,0,0,0
56062,1,1,0,0,0,0,0,0
43121,1,1,0,0,0,0,0,0
37077,1,1,0,0,0,0,0,0
62313,1,1,0,0,0,0,0,0
87160,1,1,0,0,0,0,0,0
67278,1,1,0,0,0,0,0,0
81206,1,1,0,0,0,0,0,0
56051,1,1,0,0,0,0,0,0
36119,1,1,0,0,0,0,0,0
63307,1,1,0,0,0,0,0,0
25390,1,1,0,0,0,0,0,0
16096,1,1,0,0,0,0,0,0
21671,1,1,0,0,0,0,0,0
95510,1,1,0,0,0,0,0,0
70467,1,1,0,0,0,0,0,0
35180,1,1,0,0,0,0,0,0
01286,1,1,0,0,0,0,0,0
42155,1,1,0,0,0,0,0,0
16079,1,1,0,0,0,0,0,0
76350,1,1,0,0,0,0,0,0
89453,1,1,0,0,0,0,0,0
76555,1,1,0,0,0,0,0,0
62712,1,1,0,0,0,0,0,0
30106,1,1,0,0,0,0,0,0
71497,1,1,0,0,0,0,0,0
49253,1,1,0,0,0,0,0,0
06113,1,1,0,0,0,0,0,0
61101,1,1,0,0,0,0,0,0
17143,1,1,0,0,0,0,0,0
76373,1,1,0,0,0,0,0,0
12217,1,1,0,0,0,0,0,0
27342,1,1,0,0,0,0,0,0
36132,1,1,0,0,0,0,0,0
44107,1,1,0,0,0,0,0,0
07089,1,1,0,0,0,0,0,0
91243,1,1,0,0,0,0,0,0
38490,1,1,0,0,0,0,0,0
47176,1,1,0,0,0,0,0,0
60600,1,1,0,0,0,0,0,0
03049,1,1,0,0,0,0,0,0
16132,1,1,0,0,0,0,0,0
76223,1,1,0,0,0,0,0,0
24182,1,1,0,0,0,0,0,0
72101,1,1,0,0,0,0,0,0
50297,1,1,0,0,0,0,0,0
23134,1,1,0,0,0,0,0,0
71291,1,1,0,0,0,0,0,0
50463,1,1,0,0,0,0,0,0
54493,1,1,0,0,0,0,0,0
76412,1,1,0,0,0,0,0,0
50277,1,1,0,0,0,0,0,0
08281,1,1,0,0,0,0,0,0
78265,1,1,0,0,0,0,0,0
28094,1,1,0,0,0,0,0,0
66094,1,1,0,0,0,0,0,0
72085,1,1,0,0,0,0,0,0
64290,1,1,0,0,0,0,0,0
25105,1,1,0,0,0,0,0,0
58144,1,1,0,0,0,0,0,0
58038,1,1,0,0,0,0,0,0
59360,1,1,0,0,0,0,0,0
04046,1,1,0,0,0,0,0,0
15104,1,1,0,0,0,0,0,0
36004,1,1,0,0,0,0,0,0
22263,1,1,0,0,0,0,0,0
84068,1,1,0,0,0,0,0,0
15238,1,1,0,0,0,0,0,0
57439,1,1,0,0,0,0,0,0
38468,1,1,0,0,0,0,0,0
21152,1,1,0,0,0,0,0,0
02496,1,1,0,0,0,0,0,0
50199,1,1,0,0,0,0,0,0
03016,1,1,0,0,0,0,0,0
81112,1,1,0,0,0,0,0,0
42163,1,1,0,0,0,0,0,0
84008,1,1,0,0,0,0,0,0
31275,1,1,0,0,0,0,0,0
80211,1,1,0,0,0,0,0,0
01128,1,1,0,0,0,0,0,0
36058,1,1,0,0,0,0,0,0
69068,1,1,0,0,0,0,0,0
27502,1,1,0,0,0,0,0,0
56074,1,1,0,0,0,0,0,0
53125,1,1,0,0,0,0,0,0
37141,1,1,0,0,0,0,0,0
03059,1,1,0,0,0,0,0,0
01325,1,1,0,0,0,0,0,0
04008,1,1,0,0,0,0,0,0
14563,1,1,0,0,0,0,0,0
51517,1,1,0,0,0,0,0,0
66066,1,1,0,0,0,0,0,0
21430,1,1,0,0,0,0,0,0
36097,1,1,0,0,0,0,0,0
91671,1,1,0,0,0,0,0,0
38537,1,1,0,0,0,0,0,0
70422,1,1,0,0,0,0,0,0
32386,1,1,0,0,0,0,0,0
07035,1,1,0,0,0,0,0,0
17344,1,1,0,0,0,0,0,0
55044,1,1,0,0,0,0,0,0
76464,1,1,0,0,0,0,0,0
08358,1,1,0,0,0,0,0,0
41206,1,1,0,0,0,0,0,0
89134,1,1,0,0,0,0,0,0
56215,1,1,0,0,0,0,0,0
40070,1,1,0,0,0,0,0,0
91100,1,1,0,0,0,0,0,0
88308,1,1,0,0,0,0,0,0
81307,1,1,0,0,0,0,0,0
24398,1,1,0,0,0,0,0,0
15064,1,1,0,0,0,0,0,0
91273,1,1,0,0,0,0,0,0
68358,1,1,0,0,0,0,0,0
50285,1,1,0,0,0,0,0,0
16233,1,1,0,0,0,0,0,0
78398,1,1,0,0,0,0,0,0
01303,1,1,0,0,0,0,0,0
78263,1,1,0,0,0,0,0,0
81231,1,1,0,0,0,0,0,0
33222,1,1,0,0,0,0,0,0
41135,1,1,0,0,0,0,0,0
33211,1,1,0,0,0,0,0,0
27104,1,1,0,0,0,0,0,0
86148,1,1,0,0,0,0,0,0
14406,1,1,0,0,0,0,0,0
72291,1,1,0,0,0,0,0,0
39018,1,1,0,0,0,0,0,0
09280,1,1,0,0,0,0,0,0
32041,1,1,0,0,0,0,0,0
62624,1,1,0,0,0,0,0,0
89281,1,1,0,0,0,0,0,0
28253,1,1,0,0,0,0,0,0
39141,1,1,0,0,0,0,0,0
02144,1,1,0,0,0,0,0,0
77474,1,1,0,0,0,0,0,0
45014,1,1,0,0,0,0,0,0
70012,1,1,0,0,0,0,0,0
58112,1,1,0,0,0,0,0,0
58209,1,1,0,0,0,0,0,0
37157,1,1,0,0,0,0,0,0
39150,1,1,0,0,0,0,0,0
80573,1,1,0,0,0,0,0,0
50090,1,1,0,0,0,0,0,0
89434,1,1,0,0,0,0,0,0
63330,1,1,0,0,0,0,0,0
86229,1,1,0,0,0,0,0,0
10190,1,1,0,0,0,0,0,0
22272,1,1,0,0,0,0,0,0
91318,1,1,0,0,0,0,0,0
64237,1,1,0,0,0,0,0,0
76303,1,1,0,0,0,0,0,0
31082,1,1,0,0,0,0,0,0
48148,1,1,0,0,0,0,0,0
40040,1,1,0,0,0,0,0,0
26200,1,1,0,0,0,0,0,0
25537,1,1,0,0,0,0,0,0
29135,1,1,0,0,0,0,0,0
60363,1,1,0,0,0,0,0,0
36099,1,1,0,0,0,0,0,0
33083,1,1,0,0,0,0,0,0
36061,1,1,0,0,0,0,0,0
01328,1,1,0,0,0,0,0,0
67013,1,1,0,0,0,0,0,0
08232,1,1,0,0,0,0,0,0
07188,1,1,0,0,0,0,0,0
89428,1,1,0,0,0,0,0,0
89198,1,1,0,0,0,0,0,0
60638,1,1,0,0,0,0,0,0
09047,1,1,0,0,0,0,0,0
26118,1,1,0,0,0,0,0,0
85090,1,1,0,0,0,0,0,0
12073,1,1,0,0,0,0,0,0
81084,1,1,0,0,0,0,0,0
24140,1,1,0,0,0,0,0,0
28406,1,1,0,0,0,0,0,0
71362,1,1,0,0,0,0,0,0
88526,1,1,0,0,0,0,0,0
78668,1,1,0,0,0,0,0,0
42208,1,1,0,0,0,0,0,0
76011,1,1,0,0,0,0,0,0
53195,1,1,0,0,0,0,0,0
24489,1,1,0,0,0,0,0,0
24486,1,1,0,0,0,0,0,0
16101,1,1,0,0,0,0,0,0
34045,1,1,0,0,0,0,0,0
59276,1,1,0,0,0,0,0,0
63390,1,1,0,0,0,0,0,0
34093,1,1,0,0,0,0,0,0
12301,1,1,0,0,0,0,0,0
28274,1,1,0,0,0,0,0,0
58232,1,1,0,0,0,0,0,0
58017,1,1,0,0,0,0,0,0
53210,1,1,0,0,0,0,0,0
58248,1,1,0,0,0,0,0,0
57104,1,1,0,0,0,0,0,0
63074,1,1,0,0,0,0,0,0
02057,1,1,0,0,0,0,0,0
15146,1,1,0,0,0,0,0,0
64238,1,1,0,0,0,0,0,0
35275,1,1,0,0,0,0,0,0
56125,1,1,0,0,0,0,0,0
70245,1,1,0,0,0,0,0,0
57263,1,1,0,0,0,0,0,0
86006,1,1,0,0,0,0,0,0
86015,1,1,0,0,0,0,0,0
53091,1,1,0,0,0,0,0,0
03192,1,1,0,0,0,0,0,0
18195,1,1,0,0,0,0,0,0
28327,1,1,0,0,0,0,0,0
21230,1,1,0,0,0,0,0,0
18260,1,1,0,0,0,0,0,0
52022,1,1,0,0,0,0,0,0
32033,1,1,0,0,0,0,0,0
78506,1,1,0,0,0,0,0,0
89478,1,1,0,0,0,0,0,0
08143,1,1,0,0,0,0,0,0
64396,1,1,0,0,0,0,0,0
85059,1,1,0,0,0,0,0,0
56225,1,1,0,0,0,0,0,0
51407,1,1,0,0,0,0,0,0
53240,1,1,0,0,0,0,0,0
23122,1,1,0,0,0,0,0,0
82178,1,1,0,0,0,0,0,0
28214,1,1,0,0,0,0,0,0
50598,1,1,0,0,0,0,0,0
22002,1,1,0,0,0,0,0,0
21105,1,1,0,0,0,0,0,0
82079,1,1,0,0,0,0,0,0
34278,1,1,0,0,0,0,0,0
53082,1,1,0,0,0,0,0,0
34334,1,1,0,0,0,0,0,0
08142,1,1,0,0,0,0,0,0
33078,1,1,0,0,0,0,0,0
32081,1,1,0,0,0,0,0,0
39129,1,1,0,0,0,0,0,0
47315,1,1,0,0,0,0,0,0
27442,1,1,0,0,0,0,0,0
17289,1,1,0,0,0,0,0,0
80397,1,1,0,0,0,0,0,0
62400,1,1,0,0,0,0,0,0
56244,1,1,0,0,0,0,0,0
03111,1,1,0,0,0,0,0,0
63121,1,1,0,0,0,0,0,0
59523,1,1,0,0,0,0,0,0
22211,1,1,0,0,0,0,0,0
04091,1,1,0,0,0,0,0,0
21498,1,1,0,0,0,0,0,0
33250,1,1,0,0,0,0,0,0
88185,1,1,0,0,0,0,0,0
39532,1,1,0,0,0,0,0,0
79156,1,1,0,0,0,0,0,0
86009,1,1,0,0,0,0,0,0
32272,1,1,0,0,0,0,0,0
38174,1,1,0,0,0,0,0,0
89414,1,1,0,0,0,0,0,0
24014,1,1,0,0,0,0,0,0
40324,1,1,0,0,0,0,0,0
24425,1,1,0,0,0,0,0,0
51049,1,1,0,0,0,0,0,0
07216,1,1,0,0,0,0,0,0
17278,1,1,0,0,0,0,0,0
39539,1,1,0,0,0,0,0,0
23206,1,1,0,0,0,0,0,0
01030,1,1,0,0,0,0,0,0
87065,1,1,0,0,0,0,0,0
81117,1,1,0,0,0,0,0,0
78317,1,1,0,0,0,0,0,0
22083,1,1,0,0,0,0,0,0
26180,1,1,0,0,0,0,0,0
02054,1,1,0,0,0,0,0,0
03214,1,1,0,0,0,0,0,0
24001,1,1,0,0,0,0,0,0
33038,1,1,0,0,0,0,0,0
30251,1,1,0,0,0,0,0,0
58212,1,1,0,0,0,0,0,0
40231,1,1,0,0,0,0,0,0
77343,1,1,0,0,0,0,0,0
52405,1,1,0,0,0,0,0,0
51534,1,1,0,0,0,0,0,0
80029,1,1,0,0,0,0,0,0
21618,1,1,0,0,0,0,0,0
24144,1,1,0,0,0,0,0,0
09294,1,1,0,0,0,0,0,0
47085,1,1,0,0,0,0,0,0
66085,1,1,0,0,0,0,0,0
62321,1,1,0,0,0,0,0,0
70285,1,1,0,0,0,0,0,0
27165,1,1,0,0,0,0,0,0
60560,1,1,0,0,0,0,0,0
02151,1,1,0,0,0,0,0,0
35088,1,1,0,0,0,0,0,0
48121,1,1,0,0,0,0,0,0
70226,1,1,0,0,0,0,0,0
46068,1,1,0,0,0,0,0,0
69145,1,1,0,0,0,0,0,0
88440,1,1,0,0,0,0,0,0
09341,1,1,0,0,0,0,0,0
79086,1,1,0,0,0,0,0,0
07277,1,1,0,0,0,0,0,0
65239,1,1,0,0,0,0,0,0
53107,1,1,0,0,0,0,0,0
31321,1,1,0,0,0,0,0,0
89045,1,1,0,0,0,0,0,0
21033,1,1,0,0,0,0,0,0
09298,1,1,0,0,0,0,0,0
10020,1,1,0,0,0,0,0,0
70482,1,1,0,0,0,0,0,0
21291,1,1,0,0,0,0,0,0
29300,1,1,0,0,0,0,0,0
23214,1,1,0,0,0,0,0,0
21501,1,1,0,0,0,0,0,0
68384,1,1,0,0,0,0,0,0
08015,1,1,0,0,0,0,0,0
16042,1,1,0,0,0,0,0,0
63045,1,1,0,0,0,0,0,0
56208,1,1,0,0,0,0,0,0
29213,1,1,0,0,0,0,0,0
60658,1,1,0,0,0,0,0,0
31561,1,1,0,0,0,0,0,0
91109,1,1,0,0,0,0,0,0
34044,1,1,0,0,0,0,0,0
33161,1,1,0,0,0,0,0,0
03129,1,1,0,0,0,0,0,0
40221,1,1,0,0,0,0,0,0
34033,1,1,0,0,0,0,0,0
64185,1,1,0,0,0,0,0,0
77158,1,1,0,0,0,0,0,0
71451,1,1,0,0,0,0,0,0
27083,1,1,0,0,0,0,0,0
26101,1,1,0,0,0,0,0,0
56171,1,1,0,0,0,0,0,0
78096,1,1,0,0,0,0,0,0
07146,1,1,0,0,0,0,0,0
64196,1,1,0,0,0,0,0,0
68001,1,1,0,0,0,0,0,0
70448,1,1,0,0,0,0,0,0
32246,1,1,0,0,0,0,0,0
07142,1,1,0,0,0,0,0,0
63100,1,1,0,0,0,0,0,0
36022,1,1,0,0,0,0,0,0
33431,1,1,0,0,0,0,0,0
86258,1,1,0,0,0,0,0,0
64175,1,1,0,0,0,0,0,0
33015,1,1,0,0,0,0,0,0
31228,1,1,0,0,0,0,0,0
57557,1,1,0,0,0,0,0,0
26234,1,1,0,0,0,0,0,0
01188,1,1,0,0,0,0,0,0
61351,1,1,0,0,0,0,0,0
41145,1,1,0,0,0,0,0,0
21081,1,1,0,0,0,0,0,0
54064,1,1,0,0,0,0,0,0
61307,1,1,0,0,0,0,0,0
34264,1,1,0,0,0,0,0,0
52120,1,1,0,0,0,0,0,0
39121,1,1,0,0,0,0,0,0
74168,1,1,0,0,0,0,0,0
09146,1,1,0,0,0,0,0,0
03247,1,1,0,0,0,0,0,0
28064,1,1,0,0,0,0,0,0
95422,1,1,0,0,0,0,0,0
21562,1,1,0,0,0,0,0,0
14668,1,1,0,0,0,0,0,0
88094,1,1,0,0,0,0,0,0
42304,1,1,0,0,0,0,0,0
30012,1,1,0,0,0,0,0,0
31440,1,1,0,0,0,0,0,0
26005,1,1,0,0,0,0,0,0
88154,1,1,0,0,0,0,0,0
89280,1,1,0,0,0,0,0,0
71515,1,1,0,0,0,0,0,0
10372,1,1,0,0,0,0,0,0
16242,1,1,0,0,0,0,0,0
43156,1,1,0,0,0,0,0,0
04033,1,1,0,0,0,0,0,0
10426,1,1,0,0,0,0,0,0
02430,1,1,0,0,0,0,0,0
80240,1,1,0,0,0,0,0,0
71104,1,1,0,0,0,0,0,0
01408,1,1,0,0,0,0,0,0
31386,1,1,0,0,0,0,0,0
24347,1,1,0,0,0,0,0,0
45134,1,1,0,0,0,0,0,0
52128,1,1,0,0,0,0,0,0
73048,1,1,0,0,0,0,0,0
05018,1,1,0,0,0,0,0,0
36056,1,1,0,0,0,0,0,0
86044,1,1,0,0,0,0,0,0
31392,1,1,0,0,0,0,0,0
16406,1,1,0,0,0,0,0,0
34296,1,1,0,0,0,0,0,0
72027,1,1,0,0,0,0,0,0
29270,1,1,0,0,0,0,0,0
77100,1,1,0,0,0,0,0,0
22203,1,1,0,0,0,0,0,0
41049,1,1,0,0,0,0,0,0
49271,1,1,0,0,0,0,0,0
63146,1,1,0,0,0,0,0,0
41075,1,1,0,0,0,0,0,0
45032,1,1,0,0,0,0,0,0
47012,1,1,0,0,0,0,0,0
73096,1,1,0,0,0,0,0,0
73029,1,1,0,0,0,0,0,0
69057,1,1,0,0,0,0,0,0
31150,1,1,0,0,0,0,0,0
89274,1,1,0,0,0,0,0,0
15201,1,1,0,0,0,0,0,0
02553,1,1,0,0,0,0,0,0
58097,1,1,0,0,0,0,0,0
42127,1,1,0,0,0,0,0,0
72265,1,1,0,0,0,0,0,0
79118,1,1,0,0,0,0,0,0
38181,1,1,0,0,0,0,0,0
42257,1,1,0,0,0,0,0,0
82010,1,1,0,0,0,0,0,0
81137,1,1,0,0,0,0,0,0
87129,1,1,0,0,0,0,0,0
69218,1,1,0,0,0,0,0,0
89018,1,1,0,0,0,0,0,0
49221,1,1,0,0,0,0,0,0
04217,1,1,0,0,0,0,0,0
71046,1,1,0,0,0,0,0,0
62376,1,1,0,0,0,0,0,0
14289,1,1,0,0,0,0,0,0
24124,1,1,0,0,0,0,0,0
85078,1,1,0,0,0,0,0,0
47003,1,1,0,0,0,0,0,0
31535,1,1,0,0,0,0,0,0
14651,1,1,0,0,0,0,0,0
61038,1,1,0,0,0,0,0,0
57441,1,1,0,0,0,0,0,0
21360,1,1,0,0,0,0,0,0
04108,1,1,0,0,0,0,0,0
66198,1,1,0,0,0,0,0,0
37039,1,1,0,0,0,0,0,0
14377,1,1,0,0,0,0,0,0
21417,1,1,0,0,0,0,0,0
11435,1,1,0,0,0,0,0,0
40110,1,1,0,0,0,0,0,0
58270,1,1,0,0,0,0,0,0
34135,1,1,0,0,0,0,0,0
10033,1,1,0,0,0,0,0,0
22313,1,1,0,0,0,0,0,0
18076,1,1,0,0,0,0,0,0
36135,1,1,0,0,0,0,0,0
55224,1,1,0,0,0,0,0,0
21712,1,1,0,0,0,0,0,0
04157,1,1,0,0,0,0,0,0
14419,1,1,0,0,0,0,0,0
17324,1,1,0,0,0,0,0,0
29028,1,1,0,0,0,0,0,0
63351,1,1,0,0,0,0,0,0
77264,1,1,0,0,0,0,0,0
58059,1,1,0,0,0,0,0,0
37169,1,1,0,0,0,0,0,0
15004,1,1,0,0,0,0,0,0
11201,1,1,0,0,0,0,0,0
35312,1,1,0,0,0,0,0,0
23180,1,1,0,0,0,0,0,0
15089,1,1,0,0,0,0,0,0
89438,1,1,0,0,0,0,0,0
64047,1,1,0,0,0,0,0,0
28153,1,1,0,0,0,0,0,0
43142,1,1,0,0,0,0,0,0
21226,1,1,0,0,0,0,0,0
85155,1,1,0,0,0,0,0,0
39210,1,1,0,0,0,0,0,0
35075,1,1,0,0,0,0,0,0
14660,1,1,0,0,0,0,0,0
95523,1,1,0,0,0,0,0,0
49021,1,1,0,0,0,0,0,0
02471,1,1,0,0,0,0,0,0
77048,1,1,0,0,0,0,0,0
86007,1,1,0,0,0,0,0,0
85080,1,1,0,0,0,0,0,0
74137,1,1,0,0,0,0,0,0
27670,1,1,0,0,0,0,0,0
27064,1,1,0,0,0,0,0,0
29179,1,1,0,0,0,0,0,0
22280,1,1,0,0,0,0,0,0
47072,1,1,0,0,0,0,0,0
33298,1,1,0,0,0,0,0,0
21386,1,1,0,0,0,0,0,0
53099,1,1,0,0,0,0,0,0
79096,1,1,0,0,0,0,0,0
24245,1,1,0,0,0,0,0,0
17448,1,1,0,0,0,0,0,0
30139,1,1,0,0,0,0,0,0
80092,1,1,0,0,0,0,0,0
88296,1,1,0,0,0,0,0,0
2B012,1,1,0,0,0,0,0,0
56071,1,1,0,0,0,0,0,0
69246,1,1,0,0,0,0,0,0
61256,1,1,0,0,0,0,0,0
67411,1,1,0,0,0,0,0,0
21221,1,1,0,0,0,0,0,0
74089,1,1,0,0,0,0,0,0
56206,1,1,0,0,0,0,0,0
67019,1,1,0,0,0,0,0,0
22135,1,1,0,0,0,0,0,0
77109,1,1,0,0,0,0,0,0
77098,1,1,0,0,0,0,0,0
70016,1,1,0,0,0,0,0,0
25044,1,1,0,0,0,0,0,0
53110,1,1,0,0,0,0,0,0
42047,1,1,0,0,0,0,0,0
47045,1,1,0,0,0,0,0,0
47265,1,1,0,0,0,0,0,0
73215,1,1,0,0,0,0,0,0
85097,1,1,0,0,0,0,0,0
63244,1,1,0,0,0,0,0,0
89433,1,1,0,0,0,0,0,0
85108,1,1,0,0,0,0,0,0
07059,1,1,0,0,0,0,0,0
24485,1,1,0,0,0,0,0,0
67317,1,1,0,0,0,0,0,0
35017,1,1,0,0,0,0,0,0
45321,1,1,0,0,0,0,0,0
62667,1,1,0,0,0,0,0,0
27251,1,1,0,0,0,0,0,0
59502,1,1,0,0,0,0,0,0
01228,1,1,0,0,0,0,0,0
25053,1,1,0,0,0,0,0,0
21432,1,1,0,0,0,0,0,0
87080,1,1,0,0,0,0,0,0
57582,1,1,0,0,0,0,0,0
43162,1,1,0,0,0,0,0,0
67228,1,1,0,0,0,0,0,0
81154,1,1,0,0,0,0,0,0
06093,1,1,0,0,0,0,0,0
66063,1,1,0,0,0,0,0,0
24117,1,1,0,0,0,0,0,0
33262,1,1,0,0,0,0,0,0
03238,1,1,0,0,0,0,0,0
31083,1,1,0,0,0,0,0,0
37241,1,1,0,0,0,0,0,0
27234,1,1,0,0,0,0,0,0
11080,1,1,0,0,0,0,0,0
21109,1,1,0,0,0,0,0,0
10099,1,1,0,0,0,0,0,0
24260,1,1,0,0,0,0,0,0
14510,1,1,0,0,0,0,0,0
19288,1,1,0,0,0,0,0,0
28256,1,1,0,0,0,0,0,0
54495,1,1,0,0,0,0,0,0
13086,1,1,0,0,0,0,0,0
01427,1,1,0,0,0,0,0,0
34202,1,1,0,0,0,0,0,0
18101,1,1,0,0,0,0,0,0
63216,1,1,0,0,0,0,0,0
63181,1,1,0,0,0,0,0,0
32037,1,1,0,0,0,0,0,0
10259,1,1,0,0,0,0,0,0
56067,1,1,0,0,0,0,0,0
19056,1,1,0,0,0,0,0,0
07235,1,1,0,0,0,0,0,0
30175,1,1,0,0,0,0,0,0
80663,1,1,0,0,0,0,0,0
32237,1,1,0,0,0,0,0,0
12153,1,1,0,0,0,0,0,0
71006,1,1,0,0,0,0,0,0
02290,1,1,0,0,0,0,0,0
10370,1,1,0,0,0,0,0,0
57040,1,1,0,0,0,0,0,0
80218,1,1,0,0,0,0,0,0
07022,1,1,0,0,0,0,0,0
02619,1,1,0,0,0,0,0,0
71417,1,1,0,0,0,0,0,0
57510,1,1,0,0,0,0,0,0
08236,1,1,0,0,0,0,0,0
03078,1,1,0,0,0,0,0,0
74253,1,1,0,0,0,0,0,0
78565,1,1,0,0,0,0,0,0
77086,1,1,0,0,0,0,0,0
72239,1,1,0,0,0,0,0,0
46153,1,1,0,0,0,0,0,0
73089,1,1,0,0,0,0,0,0
78162,1,1,0,0,0,0,0,0
76702,1,1,0,0,0,0,0,0
03284,1,1,0,0,0,0,0,0
31371,1,1,0,0,0,0,0,0
64034,1,1,0,0,0,0,0,0
37256,1,1,0,0,0,0,0,0
16387,1,1,0,0,0,0,0,0
32311,1,1,0,0,0,0,0,0
39093,1,1,0,0,0,0,0,0
11001,1,1,0,0,0,0,0,0
52181,1,1,0,0,0,0,0,0
67189,1,1,0,0,0,0,0,0
03091,1,1,0,0,0,0,0,0
41254,1,1,0,0,0,0,0,0
76329,1,1,0,0,0,0,0,0
47212,1,1,0,0,0,0,0,0
24505,1,1,0,0,0,0,0,0
72255,1,1,0,0,0,0,0,0
61345,1,1,0,0,0,0,0,0
05170,1,1,0,0,0,0,0,0
23104,1,1,0,0,0,0,0,0
06156,1,1,0,0,0,0,0,0
28051,1,1,0,0,0,0,0,0
53251,1,1,0,0,0,0,0,0
25002,1,1,0,0,0,0,0,0
02023,1,1,0,0,0,0,0,0
46200,1,1,0,0,0,0,0,0
2A324,1,1,0,0,0,0,0,0
28390,1,1,0,0,0,0,0,0
38061,1,1,0,0,0,0,0,0
28013,1,1,0,0,0,0,0,0
2B216,1,1,0,0,0,0,0,0
30212,1,1,0,0,0,0,0,0
01200,1,1,0,0,0,0,0,0
89485,1,1,0,0,0,0,0,0
28391,1,1,0,0,0,0,0,0
71415,1,1,0,0,0,0,0,0
47098,1,1,0,0,0,0,0,0
86217,1,1,0,0,0,0,0,0
23115,1,1,0,0,0,0,0,0
73050,1,1,0,0,0,0,0,0
