municipality_code,total_poi_tourist,total_monuments_historiques,total_musees_galeries,total_plages,total_parcs_naturels,total_attractions_modernes,total_sites_randonnee,total_quartiers_culturels
62511,1,0,0,0,0,0,0,0
02522,1,0,0,0,0,0,0,0
67498,1,0,0,0,0,0,0,0
27112,1,0,1,0,0,0,0,0
47267,1,0,1,0,0,0,0,0
02785,1,0,1,0,0,0,0,0
36084,1,0,1,0,0,0,0,0
24006,1,0,1,0,0,0,0,0
38010,1,0,1,0,0,0,0,0
33493,1,0,1,0,0,0,0,0
60574,1,0,1,0,0,0,0,0
59437,1,0,1,0,0,0,0,0
59220,1,0,1,0,0,0,0,0
03068,1,0,1,0,0,0,0,0
24299,1,0,1,0,0,0,0,0
47233,1,0,1,0,0,0,0,0
38259,1,0,0,0,0,0,1,0
91689,1,0,1,0,0,0,0,0
95219,1,0,1,0,0,0,0,0
40230,1,0,1,0,0,0,0,0
10340,1,0,1,0,0,0,0,0
59434,1,0,1,0,0,0,0,0
80212,1,0,1,0,0,0,0,0
01219,1,0,0,0,1,0,0,0
25079,1,0,0,0,1,0,0,0
70084,1,0,0,0,1,0,0,0
33231,1,0,0,0,0,0,0,0
83092,1,0,0,0,0,0,0,0
14689,1,0,0,0,0,1,0,0
34266,1,0,0,0,0,1,0,0
60420,1,0,0,0,0,1,0,0
69072,1,0,0,0,0,1,0,0
47032,1,0,0,0,0,1,0,0
78522,1,0,0,0,0,1,0,0
01449,1,0,0,0,0,1,0,0
69122,1,0,0,0,0,1,0,0
26191,1,0,0,0,0,1,0,0
44155,1,0,0,0,1,0,0,0
42259,1,0,0,0,0,1,0,0
34074,1,0,0,0,0,1,0,0
65387,1,0,0,0,0,1,0,0
04179,1,0,0,0,0,1,0,0
2B233,1,0,0,1,0,0,0,0
82099,1,0,0,0,0,0,1,0
95394,1,0,0,0,0,0,1,0
34215,1,0,0,0,0,0,1,0
36034,1,0,0,0,0,0,1,0
69051,1,0,0,0,0,0,1,0
71529,1,0,0,0,0,0,1,0
64336,1,0,0,0,0,0,1,0
81233,1,0,0,0,0,0,1,0
55382,1,0,0,0,0,0,1,0
74160,1,0,0,0,0,0,1,0
31588,1,0,0,0,0,0,1,0
82063,1,0,0,0,0,0,1,0
16358,1,0,0,0,0,0,0,0
88387,1,0,0,0,0,0,0,0
73110,1,0,0,0,0,0,0,0
60340,1,0,0,0,0,0,0,0
39041,1,0,0,0,0,0,0,0
39250,1,0,0,0,0,0,0,0
11332,1,0,0,0,0,0,0,0
89416,1,0,0,0,0,0,0,0
85102,1,0,0,0,0,0,0,0
17196,1,0,0,0,0,0,0,0
41054,1,0,0,0,0,0,0,0
38011,1,0,0,0,0,0,0,0
28123,1,0,0,0,0,0,0,0
2B366,1,0,0,0,0,0,0,0
54270,1,0,0,0,0,0,0,0
53010,1,0,0,0,0,0,0,0
60147,1,0,0,0,0,0,0,0
27196,1,0,0,0,0,0,0,0
37264,1,0,0,0,0,0,0,0
05111,1,0,0,0,0,0,0,0
76155,1,0,0,0,0,0,0,0
80766,1,0,0,0,0,0,0,0
60558,1,0,0,0,0,0,0,0
54226,1,0,0,0,0,0,0,0
32374,1,0,0,0,0,0,0,0
16323,1,0,0,0,0,0,0,0
45062,1,0,0,0,0,0,0,0
25359,1,0,0,0,1,0,0,0
79030,1,0,1,0,0,0,0,0
14204,1,0,1,0,0,0,0,0
54154,1,0,1,0,0,0,0,0
86073,1,0,1,0,0,0,0,0
51621,1,0,1,0,0,0,0,0
77306,1,0,1,0,0,0,0,0
50088,1,0,1,0,0,0,0,0
43004,1,0,1,0,0,0,0,0
07226,1,0,1,0,0,0,0,0
80688,1,0,1,0,0,0,0,0
54592,1,0,1,0,0,0,0,0
06051,1,0,1,0,0,0,0,0
50193,1,0,1,0,0,0,0,0
90009,1,0,1,0,0,0,0,0
65018,1,0,0,0,0,0,1,0
40283,1,0,1,0,0,0,0,0
64519,1,0,1,0,0,0,0,0
43111,1,0,0,0,0,0,1,0
38434,1,0,0,0,1,0,0,0
73082,1,0,0,0,1,0,0,0
43066,1,0,0,0,1,0,0,0
55578,1,0,0,0,1,0,0,0
38467,1,0,0,0,1,0,0,0
83106,1,0,0,0,0,0,0,0
51440,1,0,0,0,0,0,0,0
66069,1,0,0,0,0,0,0,0
31454,1,0,0,0,0,1,0,0
89314,1,0,0,0,0,1,0,0
21021,1,0,0,0,0,1,0,0
86178,1,0,0,0,0,1,0,0
51413,1,0,0,0,0,1,0,0
86157,1,0,0,0,0,1,0,0
18215,1,0,0,0,0,1,0,0
16124,1,0,0,0,0,1,0,0
27436,1,0,0,0,0,0,1,0
67117,1,0,0,0,1,0,0,0
63455,1,0,0,0,1,0,0,0
2B007,1,0,0,0,1,0,0,0
79271,1,0,0,0,1,0,0,0
57003,1,0,0,0,1,0,0,0
53208,1,0,0,0,1,0,0,0
83033,1,0,0,0,0,1,0,0
59553,1,0,0,0,1,0,0,0
50077,1,0,0,1,0,0,0,0
64330,1,0,0,0,0,0,1,0
67430,1,0,0,0,0,0,1,0
41218,1,0,0,0,0,0,1,0
31480,1,0,0,0,0,0,1,0
43016,1,0,0,0,0,0,1,0
62174,1,0,0,0,0,0,1,0
15056,1,0,0,0,0,0,1,0
86255,1,0,0,0,0,0,1,0
68026,1,0,0,0,0,0,1,0
85026,1,0,0,0,0,0,1,0
07063,1,0,0,0,0,0,1,0
38249,1,0,0,0,0,0,1,0
62474,1,0,0,0,0,0,1,0
18149,1,0,0,0,0,0,1,0
81149,1,0,0,0,0,0,1,0
64101,1,0,0,0,0,0,1,0
47024,1,0,0,0,0,0,1,0
01152,1,0,0,0,0,0,1,0
63213,1,0,0,0,0,0,1,0
84142,1,0,0,0,0,0,1,0
68113,1,0,0,0,0,0,1,0
73053,1,0,0,0,0,0,1,0
31221,1,0,0,0,0,0,1,0
59115,1,0,0,0,0,0,1,0
57066,1,0,0,0,0,0,1,0
31117,1,0,0,0,0,1,0,0
85089,1,0,0,0,0,1,0,0
69204,1,0,0,0,0,1,0,0
61374,1,0,0,0,0,0,0,0
70328,1,0,0,0,0,0,0,0
57748,1,0,0,0,0,0,0,0
17073,1,0,0,0,0,0,0,0
62861,1,0,0,0,0,0,0,0
02116,1,0,0,0,0,0,0,0
12258,1,0,0,0,0,0,0,0
57215,1,0,0,0,0,0,0,0
57546,1,0,0,0,0,0,0,0
55148,1,0,0,0,0,0,0,0
60379,1,0,0,0,0,0,0,0
60041,1,0,0,0,0,0,0,0
54147,1,0,0,0,0,0,0,0
71353,1,0,0,0,0,0,0,0
25569,1,0,1,0,0,0,0,0
39333,1,0,1,0,0,0,0,0
61289,1,0,1,0,0,0,0,0
45187,1,0,1,0,0,0,0,0
74126,1,0,1,0,0,0,0,0
21136,1,0,1,0,0,0,0,0
44117,1,0,1,0,0,0,0,0
02541,1,0,1,0,0,0,0,0
88238,1,0,1,0,0,0,0,0
89367,1,0,1,0,0,0,0,0
72333,1,0,1,0,0,0,0,0
39411,1,0,1,0,0,0,0,0
60314,1,0,1,0,0,0,0,0
14143,1,0,1,0,0,0,0,0
59152,1,0,1,0,0,0,0,0
17213,1,0,1,0,0,0,0,0
46066,1,0,1,0,0,0,0,0
47215,1,0,1,0,0,0,0,0
07159,1,0,1,0,0,0,0,0
71149,1,0,1,0,0,0,0,0
27170,1,0,1,0,0,0,0,0
94019,1,0,1,0,0,0,0,0
76178,1,0,1,0,0,0,0,0
66096,1,0,1,0,0,0,0,0
74094,1,0,0,0,1,0,0,0
60591,1,0,0,0,0,1,0,0
21217,1,0,0,0,0,1,0,0
80650,1,0,0,0,0,1,0,0
43231,1,0,0,0,1,0,0,0
55481,1,0,0,0,1,0,0,0
68130,1,0,0,0,1,0,0,0
95348,1,0,0,0,1,0,0,0
10286,1,0,0,0,1,0,0,0
51141,1,0,0,0,1,0,0,0
05004,1,0,0,0,0,0,1,0
21092,1,0,0,0,0,0,1,0
21548,1,0,0,0,0,0,1,0
40185,1,0,0,0,0,0,1,0
60119,1,0,0,0,0,0,1,0
15194,1,0,0,0,0,0,1,0
66095,1,0,0,0,0,0,1,0
67003,1,0,0,0,0,0,1,0
39339,1,0,0,0,0,0,1,0
32271,1,0,0,0,0,0,1,0
51118,1,0,0,0,0,0,1,0
19255,1,0,0,0,0,0,1,0
19102,1,0,0,0,0,0,1,0
42315,1,0,0,0,0,0,1,0
38451,1,0,0,0,0,0,1,0
33446,1,0,0,0,0,0,1,0
01335,1,0,0,0,0,0,1,0
91649,1,0,0,0,0,0,1,0
82186,1,0,0,0,0,0,1,0
31120,1,0,0,0,0,0,1,0
73117,1,0,0,0,0,1,0,0
45243,1,0,0,0,0,0,0,0
63218,1,0,0,0,0,0,0,0
26163,1,0,0,0,0,0,0,0
61228,1,0,0,0,0,0,0,0
61124,1,0,0,0,0,0,0,0
11406,1,0,0,0,0,0,0,0
53203,1,0,0,0,0,0,0,0
51384,1,0,0,0,0,0,0,0
57454,1,0,0,0,0,0,0,0
79251,1,0,0,0,0,0,0,0
57421,1,0,0,0,0,0,0,0
56025,1,0,0,0,0,0,0,0
80585,1,0,0,0,0,0,0,0
91284,1,0,0,0,0,0,0,0
16061,1,0,0,0,0,0,0,0
39396,1,0,0,0,0,0,0,0
57072,1,0,0,0,0,0,0,0
11230,1,0,0,0,0,0,0,0
62006,1,0,0,0,0,0,0,0
76247,1,0,1,0,0,0,0,0
54177,1,0,1,0,0,0,0,0
47286,1,0,1,0,0,0,0,0
83027,1,0,1,0,0,0,0,0
64489,1,0,1,0,0,0,0,0
12282,1,0,1,0,0,0,0,0
74121,1,0,1,0,0,0,0,0
67513,1,0,1,0,0,0,0,0
65305,1,0,1,0,0,0,0,0
67384,1,0,1,0,0,0,0,0
71070,1,0,1,0,0,0,0,0
42205,1,0,1,0,0,0,0,0
51588,1,0,1,0,0,0,0,0
36087,1,0,1,0,0,0,0,0
89034,1,0,1,0,0,0,0,0
42059,1,0,1,0,0,0,0,0
07176,1,0,1,0,0,0,0,0
12033,1,0,1,0,0,0,0,0
42206,1,0,1,0,0,0,0,0
06106,1,0,1,0,0,0,0,0
76384,1,0,1,0,0,0,0,0
71178,1,0,1,0,0,0,0,0
29034,1,0,1,0,0,0,0,0
73205,1,0,0,0,1,0,0,0
73311,1,0,0,0,1,0,0,0
85236,1,0,0,0,0,1,0,0
65452,1,0,0,0,0,1,0,0
38239,1,0,0,0,0,1,0,0
81225,1,0,0,0,0,1,0,0
29119,1,0,0,0,0,1,0,0
08162,1,0,0,0,0,1,0,0
87159,1,0,0,0,1,0,0,0
48193,1,0,0,0,1,0,0,0
62452,1,0,0,0,1,0,0,0
91226,1,0,0,0,1,0,0,0
07143,1,0,0,0,1,0,0,0
87183,1,0,0,0,1,0,0,0
38001,1,0,0,0,0,1,0,0
77037,1,0,0,0,1,0,0,0
12231,1,0,0,1,0,0,0,0
26318,1,0,0,0,0,0,1,0
63267,1,0,0,0,0,0,1,0
05049,1,0,0,0,0,0,1,0
15185,1,0,0,0,0,0,1,0
38228,1,0,0,0,0,0,1,0
57044,1,0,0,0,0,0,1,0
44080,1,0,0,0,0,0,1,0
12151,1,0,0,0,0,0,1,0
52500,1,0,0,0,0,0,1,0
43225,1,0,0,0,0,0,1,0
01066,1,0,0,0,0,0,1,0
56148,1,0,0,0,0,0,1,0
09257,1,0,0,0,0,0,1,0
23077,1,0,0,0,0,0,1,0
15268,1,0,0,0,0,0,1,0
82089,1,0,0,0,0,0,1,0
09283,1,0,0,0,0,0,1,0
64159,1,0,0,0,0,0,1,0
68215,1,0,0,0,0,0,1,0
06140,1,0,0,0,0,0,1,0
88447,1,0,0,0,0,0,1,0
09231,1,0,0,0,0,0,1,0
04219,1,0,0,0,0,0,1,0
84030,1,0,0,0,0,0,1,0
10238,1,0,0,0,0,0,1,0
86041,1,0,0,0,0,1,0,0
21042,1,0,0,0,0,0,0,0
54529,1,0,0,0,0,0,0,0
71087,1,0,0,0,0,0,0,0
62138,1,0,0,0,0,0,0,0
47288,1,0,0,0,0,0,0,0
34265,1,0,0,0,0,0,0,0
76065,1,0,0,0,0,0,0,0
52134,1,0,0,0,0,0,0,0
03197,1,0,0,0,0,0,0,0
39080,1,0,0,0,0,0,0,0
08318,1,0,0,0,0,0,0,0
26270,1,0,0,0,1,0,0,0
14605,1,0,1,0,0,0,0,0
47102,1,0,1,0,0,0,0,0
03157,1,0,1,0,0,0,0,0
50612,1,0,1,0,0,0,0,0
53271,1,0,1,0,0,0,0,0
42014,1,0,1,0,0,0,0,0
64444,1,0,1,0,0,0,0,0
62661,1,0,1,0,0,0,0,0
64493,1,0,1,0,0,0,0,0
67538,1,0,1,0,0,0,0,0
14408,1,0,1,0,0,0,0,0
78089,1,0,1,0,0,0,0,0
95563,1,0,1,0,0,0,0,0
03145,1,0,1,0,0,0,0,0
35318,1,0,1,0,0,0,0,0
85018,1,0,0,0,1,0,0,0
88391,1,0,0,0,1,0,0,0
74284,1,0,0,0,1,0,0,0
50259,1,0,0,0,1,0,0,0
64275,1,0,0,0,0,0,0,0
39492,1,0,0,0,0,1,0,0
08333,1,0,0,0,0,1,0,0
54265,1,0,0,0,0,1,0,0
77135,1,0,0,0,0,1,0,0
57302,1,0,0,0,0,1,0,0
27023,1,0,0,0,0,1,0,0
31053,1,0,0,0,0,1,0,0
66090,1,0,0,0,1,0,0,0
88218,1,0,0,0,1,0,0,0
2B153,1,0,0,0,1,0,0,0
01014,1,0,0,0,1,0,0,0
62229,1,0,0,0,1,0,0,0
52058,1,0,0,0,0,1,0,0
22127,1,0,0,0,0,0,1,0
58180,1,0,0,0,0,0,1,0
77522,1,0,0,0,0,0,1,0
22149,1,0,0,0,0,0,1,0
01213,1,0,0,0,0,0,1,0
12049,1,0,0,0,0,0,1,0
53224,1,0,0,0,0,0,1,0
24533,1,0,0,0,0,0,1,0
40240,1,0,0,0,0,0,1,0
12035,1,0,0,0,0,0,1,0
82043,1,0,0,0,0,0,1,0
88481,1,0,0,0,0,0,1,0
18186,1,0,0,0,0,0,1,0
44223,1,0,0,0,0,0,1,0
34107,1,0,0,0,0,0,1,0
06062,1,0,0,0,0,0,1,0
49247,1,0,0,0,0,0,1,0
19130,1,0,0,0,0,0,1,0
73005,1,0,0,0,0,0,0,0
26219,1,0,0,0,0,0,0,0
80738,1,0,0,0,0,0,0,0
25036,1,0,0,0,0,0,0,0
88002,1,0,0,0,0,0,0,0
60392,1,0,0,0,0,0,0,0
72370,1,0,0,0,0,0,0,0
50474,1,0,0,0,0,0,0,0
26068,1,0,0,0,0,0,0,0
57371,1,0,0,0,0,0,0,0
03250,1,0,0,0,0,0,0,0
59101,1,0,0,0,0,0,0,0
78329,1,0,0,0,0,0,0,0
60263,1,0,0,0,0,0,0,0
80011,1,0,0,0,0,0,0,0
03170,1,0,0,0,0,0,0,0
87201,1,0,0,0,0,0,0,0
29025,1,0,0,0,0,0,0,0
57719,1,0,0,0,0,0,0,0
80670,1,0,0,0,0,0,0,0
85297,1,0,0,0,1,0,0,0
63397,1,0,1,0,0,0,0,0
25348,1,0,1,0,0,0,0,0
85162,1,0,1,0,0,0,0,0
66202,1,0,1,0,0,0,0,0
42115,1,0,1,0,0,0,0,0
90018,1,0,1,0,0,0,0,0
81131,1,0,1,0,0,0,0,0
03165,1,0,1,0,0,0,0,0
85042,1,0,1,0,0,0,0,0
68248,1,0,1,0,0,0,0,0
89211,1,0,0,0,0,0,1,0
69199,1,0,1,0,0,0,0,0
85098,1,0,1,0,0,0,0,0
89158,1,0,1,0,0,0,0,0
94054,1,0,1,0,0,0,0,0
63164,1,0,1,0,0,0,0,0
83099,1,0,1,0,0,0,0,0
14499,1,0,0,0,1,0,0,0
91312,1,0,0,0,1,0,0,0
33473,1,0,0,0,0,0,0,0
79063,1,0,0,0,0,1,0,0
59652,1,0,0,0,0,1,0,0
66208,1,0,0,0,0,1,0,0
02114,1,0,0,0,0,1,0,0
72374,1,0,0,0,1,0,0,0
48020,1,0,0,0,1,0,0,0
83127,1,0,0,0,1,0,0,0
31478,1,0,0,0,1,0,0,0
01436,1,0,0,0,1,0,0,0
89441,1,0,0,1,0,0,0,0
21195,1,0,0,0,0,0,1,0
74260,1,0,0,0,0,0,1,0
14380,1,0,0,0,0,0,1,0
58118,1,0,0,0,0,0,1,0
47282,1,0,0,0,0,0,1,0
17003,1,0,0,0,0,0,1,0
62865,1,0,0,0,0,0,1,0
39047,1,0,0,0,0,0,1,0
70544,1,0,0,0,0,0,1,0
41239,1,0,0,0,0,0,1,0
09149,1,0,0,0,0,0,1,0
59021,1,0,0,0,0,0,1,0
38252,1,0,0,0,0,0,1,0
95142,1,0,0,0,0,0,1,0
15132,1,0,0,0,0,0,1,0
59496,1,0,0,0,0,0,1,0
24241,1,0,0,0,0,0,1,0
31569,1,0,0,0,0,0,1,0
69142,1,0,0,0,0,0,1,0
15108,1,0,0,0,0,0,1,0
01389,1,0,0,0,0,0,1,0
65292,1,0,0,0,0,0,1,0
60671,1,0,0,0,0,0,0,0
24509,1,0,0,0,0,0,0,0
55221,1,0,0,0,0,0,0,0
36030,1,0,0,0,0,0,0,0
17467,1,0,0,0,0,0,0,0
61039,1,0,0,0,0,0,0,0
62686,1,0,0,0,0,0,0,0
77398,1,0,0,0,0,0,0,0
67096,1,0,0,0,0,0,0,0
54376,1,0,0,0,0,0,0,0
61028,1,0,0,0,0,0,0,0
67201,1,0,0,0,0,0,0,0
56072,1,0,0,0,0,0,0,0
02312,1,0,0,0,0,0,0,0
22319,1,0,0,0,0,0,0,0
2A174,1,0,0,0,0,0,0,0
16385,1,0,0,0,0,0,0,0
69054,1,0,0,0,0,0,0,0
21393,1,0,1,0,0,0,0,0
77384,1,0,1,0,0,0,0,0
57180,1,0,1,0,0,0,0,0
16286,1,0,1,0,0,0,0,0
39218,1,0,1,0,0,0,0,0
61508,1,0,1,0,0,0,0,0
47173,1,0,1,0,0,0,0,0
01407,1,0,1,0,0,0,0,0
80593,1,0,1,0,0,0,0,0
64190,1,0,1,0,0,0,0,0
40071,1,0,1,0,0,0,0,0
46268,1,0,1,0,0,0,0,0
51613,1,0,1,0,0,0,0,0
91457,1,0,1,0,0,0,0,0
42015,1,0,1,0,0,0,0,0
50198,1,0,0,0,1,0,0,0
67338,1,0,0,0,1,0,0,0
15059,1,0,0,0,1,0,0,0
08405,1,0,0,0,1,0,0,0
34163,1,0,0,0,0,0,0,0
16186,1,0,0,0,0,0,0,0
44151,1,0,0,0,0,1,0,0
07225,1,0,0,0,0,1,0,0
67472,1,0,0,0,0,1,0,0
60695,1,0,0,0,0,1,0,0
02788,1,0,0,0,1,0,0,0
09055,1,0,0,0,1,0,0,0
58060,1,0,0,0,1,0,0,0
59467,1,0,0,0,1,0,0,0
54416,1,0,0,0,1,0,0,0
62531,1,0,0,0,1,0,0,0
63314,1,0,0,0,1,0,0,0
09153,1,0,0,0,0,1,0,0
03244,1,0,0,1,0,0,0,0
76726,1,0,0,1,0,0,0,0
26288,1,0,0,0,0,0,1,0
38103,1,0,0,0,0,0,1,0
64546,1,0,0,0,0,0,1,0
11030,1,0,0,0,0,0,1,0
38214,1,0,0,0,0,0,1,0
32468,1,0,0,0,0,0,1,0
19063,1,0,0,0,0,0,1,0
46061,1,0,0,0,0,0,1,0
65478,1,0,0,0,0,0,1,0
27474,1,0,0,0,0,0,1,0
05052,1,0,0,0,0,0,1,0
55119,1,0,0,0,0,0,1,0
85041,1,0,0,0,0,0,1,0
35194,1,0,0,0,0,0,1,0
86171,1,0,0,0,0,0,1,0
51204,1,0,0,0,0,0,1,0
88135,1,0,0,0,0,0,1,0
21554,1,0,0,0,0,0,1,0
65185,1,0,0,0,0,0,1,0
73074,1,0,0,0,0,0,1,0
18173,1,0,0,0,0,0,1,0
42086,1,0,0,0,0,0,1,0
63142,1,0,0,0,0,0,0,0
89007,1,0,0,0,0,0,0,0
58065,1,0,0,0,0,0,0,0
57572,1,0,0,0,0,0,0,0
71146,1,0,0,0,0,0,0,0
67352,1,0,0,0,0,0,0,0
86058,1,0,0,0,0,0,0,0
60679,1,0,0,0,0,0,0,0
55117,1,0,0,0,0,0,0,0
10023,1,0,0,0,0,0,0,0
39508,1,0,0,0,0,0,0,0
33523,1,0,0,0,0,0,0,0
02416,1,0,0,0,0,0,0,0
57472,1,0,0,0,0,0,0,0
67401,1,0,0,0,0,0,0,0
62092,1,0,0,0,0,0,0,0
57096,1,0,0,0,0,0,0,0
88292,1,0,0,0,0,0,0,0
59479,1,0,0,0,0,0,0,0
27517,1,0,0,0,0,0,0,0
28023,1,0,0,0,0,0,0,0
51453,1,0,0,0,0,0,0,0
33184,1,0,0,0,0,0,0,0
85159,1,0,0,0,1,0,0,0
46007,1,0,1,0,0,0,0,0
51423,1,0,1,0,0,0,0,0
48198,1,0,1,0,0,0,0,0
80674,1,0,1,0,0,0,0,0
35277,1,0,1,0,0,0,0,0
36230,1,0,1,0,0,0,0,0
07126,1,0,1,0,0,0,0,0
67202,1,0,1,0,0,0,0,0
08239,1,0,1,0,0,0,0,0
37063,1,0,1,0,0,0,0,0
56003,1,0,1,0,0,0,0,0
71308,1,0,1,0,0,0,0,0
91111,1,0,1,0,0,0,0,0
2A276,1,0,0,0,1,0,0,0
30331,1,0,0,0,0,0,0,0
33241,1,0,0,0,0,0,0,0
59383,1,0,0,0,0,1,0,0
45193,1,0,0,0,0,1,0,0
61426,1,0,0,0,0,1,0,0
80725,1,0,0,0,0,1,0,0
51316,1,0,0,0,1,0,0,0
21255,1,0,0,0,1,0,0,0
2A323,1,0,0,0,0,1,0,0
27036,1,0,0,0,0,1,0,0
62056,1,0,0,1,0,0,0,0
11352,1,0,0,0,0,0,1,0
21310,1,0,0,0,0,0,1,0
23084,1,0,0,0,0,0,1,0
65450,1,0,0,0,0,0,1,0
68200,1,0,0,0,0,0,1,0
48117,1,0,0,0,0,0,1,0
68153,1,0,0,0,0,0,1,0
85120,1,0,0,0,0,0,1,0
69112,1,0,0,0,0,0,1,0
66125,1,0,0,0,0,0,1,0
82135,1,0,0,0,0,0,1,0
57246,1,0,0,0,0,0,1,0
50066,1,0,0,0,0,0,1,0
34280,1,0,0,0,0,0,1,0
77258,1,0,0,0,0,0,1,0
70036,1,0,0,0,0,0,1,0
62587,1,0,0,0,0,0,1,0
21272,1,0,0,0,0,0,1,0
39022,1,0,0,0,0,0,1,0
01099,1,0,0,0,0,0,1,0
25097,1,0,0,0,0,0,1,0
72269,1,0,0,0,0,0,1,0
38298,1,0,0,0,0,1,0,0
38189,1,0,0,0,0,1,0,0
38113,1,0,0,0,0,1,0,0
56058,1,0,0,0,0,0,0,0
82051,1,0,0,0,0,0,0,0
57208,1,0,0,0,0,0,0,0
26294,1,0,0,0,0,0,0,0
02179,1,0,0,0,0,0,0,0
58252,1,0,0,0,0,0,0,0
88012,1,0,0,0,0,0,0,0
69272,1,0,0,0,0,0,0,0
55272,1,0,0,0,0,0,0,0
91661,1,0,0,0,0,0,0,0
60454,1,0,0,0,0,0,0,0
39253,1,0,0,0,0,0,0,0
50200,1,0,0,0,0,0,0,0
60124,1,0,0,0,0,0,0,0
72197,1,0,0,0,0,0,0,0
33043,1,0,0,0,0,0,0,0
17230,1,0,0,0,0,0,0,1
62801,1,0,1,0,0,0,0,0
2B148,1,0,1,0,0,0,0,0
38049,1,0,1,0,0,0,0,0
70404,1,0,1,0,0,0,0,0
74216,1,0,1,0,0,0,0,0
15053,1,0,1,0,0,0,0,0
33158,1,0,1,0,0,0,0,0
45127,1,0,1,0,0,0,0,0
13020,1,0,0,0,0,0,1,0
40292,1,0,1,0,0,0,0,0
94065,1,0,1,0,0,0,0,0
13002,1,0,1,0,0,0,0,0
68318,1,0,1,0,0,0,0,0
01234,1,0,0,0,1,0,0,0
39130,1,0,0,0,1,0,0,0
55065,1,0,0,0,1,0,0,0
36108,1,0,0,0,1,0,0,0
2A282,1,0,0,0,1,0,0,0
01331,1,0,0,0,1,0,0,0
25413,1,0,0,0,1,0,0,0
37280,1,0,0,0,1,0,0,0
42329,1,0,0,0,0,1,0,0
68343,1,0,0,0,0,1,0,0
89298,1,0,0,0,0,1,0,0
15255,1,0,0,0,0,1,0,0
40250,1,0,0,0,0,1,0,0
59303,1,0,0,0,0,1,0,0
09334,1,0,0,0,1,0,0,0
70261,1,0,0,0,1,0,0,0
01114,1,0,0,0,1,0,0,0
54071,1,0,0,0,1,0,0,0
57323,1,0,0,0,1,0,0,0
38310,1,0,0,0,1,0,0,0
84112,1,0,0,0,1,0,0,0
25149,1,0,0,0,1,0,0,0
28232,1,0,0,0,1,0,0,0
62052,1,0,0,0,1,0,0,0
21024,1,0,0,0,0,1,0,0
34082,1,0,0,0,0,1,0,0
23066,1,0,0,0,0,1,0,0
88098,1,0,0,1,0,0,0,0
57594,1,0,0,0,0,0,1,0
63136,1,0,0,0,0,0,1,0
66012,1,0,0,0,0,0,1,0
46148,1,0,0,0,0,0,1,0
68258,1,0,0,0,0,0,1,0
36153,1,0,0,0,0,0,1,0
39283,1,0,0,0,0,0,1,0
67200,1,0,0,0,0,0,1,0
71186,1,0,0,0,0,0,1,0
87109,1,0,0,0,0,0,1,0
31550,1,0,0,0,0,0,1,0
35300,1,0,0,0,0,0,1,0
57088,1,0,0,0,0,0,1,0
67547,1,0,0,0,0,0,1,0
49120,1,0,0,0,0,0,1,0
13095,1,0,0,0,0,0,1,0
60463,1,0,0,0,0,0,1,0
66133,1,0,0,0,0,0,1,0
06065,1,0,0,0,0,1,0,0
16089,1,0,0,0,0,1,0,0
57733,1,0,0,0,0,0,0,0
67413,1,0,0,0,0,0,0,0
80630,1,0,0,0,0,0,0,0
62269,1,0,0,0,0,0,0,0
55096,1,0,0,0,0,0,0,0
81219,1,0,0,0,0,0,0,0
77358,1,0,0,0,0,0,0,0
77042,1,0,0,0,0,0,0,0
37099,1,0,0,0,0,0,0,0
57535,1,0,0,0,0,0,0,0
91106,1,0,0,0,0,0,0,0
71185,1,0,0,0,0,0,0,0
03044,1,0,0,0,0,0,0,0
14603,1,0,0,0,0,0,0,0
53104,1,0,0,0,0,0,0,0
69281,1,0,0,0,0,0,0,0
12042,1,0,0,0,0,0,0,0
60140,1,0,0,0,0,0,0,0
56082,1,0,0,0,0,0,0,0
55142,1,0,0,0,0,0,0,0
55001,1,0,0,0,0,0,0,0
89202,1,0,0,0,0,0,0,0
39576,1,0,0,0,1,0,0,0
64279,1,0,1,0,0,0,0,0
38029,1,0,1,0,0,0,0,0
12111,1,0,1,0,0,0,0,0
15129,1,0,1,0,0,0,0,0
23216,1,0,1,0,0,0,0,0
60670,1,0,1,0,0,0,0,0
39059,1,0,1,0,0,0,0,0
26157,1,0,1,0,0,0,0,0
07312,1,0,1,0,0,0,0,0
64288,1,0,1,0,0,0,0,0
59086,1,0,1,0,0,0,0,0
67495,1,0,1,0,0,0,0,0
21704,1,0,0,0,0,0,1,0
72180,1,0,1,0,0,0,0,0
84099,1,0,1,0,0,0,0,0
78688,1,0,1,0,0,0,0,0
39179,1,0,0,0,1,0,0,0
52331,1,0,0,0,1,0,0,0
78418,1,0,0,0,1,0,0,0
59331,1,0,0,0,1,0,0,0
43259,1,0,0,0,1,0,0,0
36126,1,0,0,0,1,0,0,0
14637,1,0,0,0,1,0,0,0
65479,1,0,0,0,0,0,1,0
81101,1,0,0,0,0,1,0,0
26149,1,0,0,0,0,1,0,0
24256,1,0,0,0,0,1,0,0
63387,1,0,0,0,0,1,0,0
78202,1,0,0,0,0,1,0,0
25428,1,0,0,0,1,0,0,0
43042,1,0,0,0,1,0,0,0
07132,1,0,0,0,1,0,0,0
54297,1,0,0,0,1,0,0,0
63179,1,0,0,0,1,0,0,0
33484,1,0,0,0,1,0,0,0
08417,1,0,0,0,1,0,0,0
85255,1,0,0,0,1,0,0,0
