municipality_code,jour_soleil_an,ensoleillement_rate,code,nom,relief
92049,107,"0,29",92,Hauts-de-Seine,Plaine
92033,107,"0,29",92,Hauts-de-Seine,Plaine
92072,107,"0,29",92,Hauts-de-Seine,Plaine
92026,107,"0,29",92,Hauts-de-Seine,Plaine
92047,107,"0,29",92,Hauts-de-Seine,Plaine
92014,107,"0,29",92,Hauts-de-Seine,Plaine
92025,107,"0,29",92,Hauts-de-Seine,Plaine
92002,107,"0,29",92,Hauts-de-Seine,Plaine
92077,107,"0,29",92,Hauts-de-Seine,Plaine
92073,107,"0,29",92,Hauts-de-Seine,Plaine
92004,107,"0,29",92,Hauts-de-Seine,Plaine
92024,107,"0,29",92,Hauts-de-Seine,Plaine
92032,107,"0,29",92,Hauts-de-Seine,Plaine
92046,107,"0,29",92,Hauts-de-Seine,Plaine
92060,107,"0,29",92,Hauts-de-Seine,Plaine
92035,107,"0,29",92,Hauts-de-Seine,Plaine
92020,107,"0,29",92,Hauts-de-Seine,Plaine
92023,107,"0,29",92,Hauts-de-Seine,Plaine
92040,107,"0,29",92,Hauts-de-Seine,Plaine
92078,107,"0,29",92,Hauts-de-Seine,Plaine
92071,107,"0,29",92,Hauts-de-Seine,Plaine
92063,107,"0,29",92,Hauts-de-Seine,Plaine
92048,107,"0,29",92,Hauts-de-Seine,Plaine
92036,107,"0,29",92,Hauts-de-Seine,Plaine
92076,107,"0,29",92,Hauts-de-Seine,Plaine
92064,107,"0,29",92,Hauts-de-Seine,Plaine
92044,107,"0,29",92,Hauts-de-Seine,Plaine
92019,107,"0,29",92,Hauts-de-Seine,Plaine
92012,107,"0,29",92,Hauts-de-Seine,Plaine
92062,107,"0,29",92,Hauts-de-Seine,Plaine
92007,107,"0,29",92,Hauts-de-Seine,Plaine
92009,107,"0,29",92,Hauts-de-Seine,Plaine
92050,107,"0,29",92,Hauts-de-Seine,Plaine
92075,107,"0,29",92,Hauts-de-Seine,Plaine
92022,107,"0,29",92,Hauts-de-Seine,Plaine
92051,107,"0,29",92,Hauts-de-Seine,Plaine
32443,111,"0,3",32,Gers,Montagne
32202,111,"0,3",32,Gers,Montagne
32183,111,"0,3",32,Gers,Montagne
32030,111,"0,3",32,Gers,Montagne
32055,111,"0,3",32,Gers,Montagne
32129,111,"0,3",32,Gers,Montagne
32079,111,"0,3",32,Gers,Montagne
32111,111,"0,3",32,Gers,Montagne
32134,111,"0,3",32,Gers,Montagne
32447,111,"0,3",32,Gers,Montagne
32192,111,"0,3",32,Gers,Montagne
32326,111,"0,3",32,Gers,Montagne
32115,111,"0,3",32,Gers,Montagne
32236,111,"0,3",32,Gers,Montagne
32165,111,"0,3",32,Gers,Montagne
32087,111,"0,3",32,Gers,Montagne
32036,111,"0,3",32,Gers,Montagne
32419,111,"0,3",32,Gers,Montagne
32279,111,"0,3",32,Gers,Montagne
32010,111,"0,3",32,Gers,Montagne
32159,111,"0,3",32,Gers,Montagne
32099,111,"0,3",32,Gers,Montagne
32252,111,"0,3",32,Gers,Montagne
32023,111,"0,3",32,Gers,Montagne
32095,111,"0,3",32,Gers,Montagne
32315,111,"0,3",32,Gers,Montagne
32263,111,"0,3",32,Gers,Montagne
32223,111,"0,3",32,Gers,Montagne
32098,111,"0,3",32,Gers,Montagne
32388,111,"0,3",32,Gers,Montagne
32245,111,"0,3",32,Gers,Montagne
32404,111,"0,3",32,Gers,Montagne
32127,111,"0,3",32,Gers,Montagne
32255,111,"0,3",32,Gers,Montagne
32390,111,"0,3",32,Gers,Montagne
32261,111,"0,3",32,Gers,Montagne
32016,111,"0,3",32,Gers,Montagne
32398,111,"0,3",32,Gers,Montagne
32229,111,"0,3",32,Gers,Montagne
32139,111,"0,3",32,Gers,Montagne
32025,111,"0,3",32,Gers,Montagne
32085,111,"0,3",32,Gers,Montagne
32348,111,"0,3",32,Gers,Montagne
32287,111,"0,3",32,Gers,Montagne
32089,111,"0,3",32,Gers,Montagne
32378,111,"0,3",32,Gers,Montagne
32295,111,"0,3",32,Gers,Montagne
32400,111,"0,3",32,Gers,Montagne
32215,111,"0,3",32,Gers,Montagne
32439,111,"0,3",32,Gers,Montagne
32458,111,"0,3",32,Gers,Montagne
32352,111,"0,3",32,Gers,Montagne
32325,111,"0,3",32,Gers,Montagne
32343,111,"0,3",32,Gers,Montagne
32338,111,"0,3",32,Gers,Montagne
32105,111,"0,3",32,Gers,Montagne
32226,111,"0,3",32,Gers,Montagne
32381,111,"0,3",32,Gers,Montagne
32312,111,"0,3",32,Gers,Montagne
32075,111,"0,3",32,Gers,Montagne
32272,111,"0,3",32,Gers,Montagne
32180,111,"0,3",32,Gers,Montagne
32406,111,"0,3",32,Gers,Montagne
32370,111,"0,3",32,Gers,Montagne
32154,111,"0,3",32,Gers,Montagne
32453,111,"0,3",32,Gers,Montagne
32397,111,"0,3",32,Gers,Montagne
32260,111,"0,3",32,Gers,Montagne
32417,111,"0,3",32,Gers,Montagne
32367,111,"0,3",32,Gers,Montagne
32280,111,"0,3",32,Gers,Montagne
32076,111,"0,3",32,Gers,Montagne
32440,111,"0,3",32,Gers,Montagne
32444,111,"0,3",32,Gers,Montagne
32436,111,"0,3",32,Gers,Montagne
32120,111,"0,3",32,Gers,Montagne
32242,111,"0,3",32,Gers,Montagne
32284,111,"0,3",32,Gers,Montagne
32241,111,"0,3",32,Gers,Montagne
32427,111,"0,3",32,Gers,Montagne
32014,111,"0,3",32,Gers,Montagne
32077,111,"0,3",32,Gers,Montagne
32224,111,"0,3",32,Gers,Montagne
32373,111,"0,3",32,Gers,Montagne
32091,111,"0,3",32,Gers,Montagne
32372,111,"0,3",32,Gers,Montagne
32429,111,"0,3",32,Gers,Montagne
32211,111,"0,3",32,Gers,Montagne
32341,111,"0,3",32,Gers,Montagne
32239,111,"0,3",32,Gers,Montagne
32161,111,"0,3",32,Gers,Montagne
32170,111,"0,3",32,Gers,Montagne
32329,111,"0,3",32,Gers,Montagne
32359,111,"0,3",32,Gers,Montagne
32250,111,"0,3",32,Gers,Montagne
32464,111,"0,3",32,Gers,Montagne
32209,111,"0,3",32,Gers,Montagne
32327,111,"0,3",32,Gers,Montagne
32269,111,"0,3",32,Gers,Montagne
32140,111,"0,3",32,Gers,Montagne
32395,111,"0,3",32,Gers,Montagne
32206,111,"0,3",32,Gers,Montagne
32324,111,"0,3",32,Gers,Montagne
32446,111,"0,3",32,Gers,Montagne
32374,111,"0,3",32,Gers,Montagne
32377,111,"0,3",32,Gers,Montagne
32152,111,"0,3",32,Gers,Montagne
32101,111,"0,3",32,Gers,Montagne
32441,111,"0,3",32,Gers,Montagne
32086,111,"0,3",32,Gers,Montagne
32317,111,"0,3",32,Gers,Montagne
32246,111,"0,3",32,Gers,Montagne
32353,111,"0,3",32,Gers,Montagne
32389,111,"0,3",32,Gers,Montagne
32288,111,"0,3",32,Gers,Montagne
32093,111,"0,3",32,Gers,Montagne
32198,111,"0,3",32,Gers,Montagne
32201,111,"0,3",32,Gers,Montagne
32004,111,"0,3",32,Gers,Montagne
32291,111,"0,3",32,Gers,Montagne
32019,111,"0,3",32,Gers,Montagne
32449,111,"0,3",32,Gers,Montagne
32208,111,"0,3",32,Gers,Montagne
32066,111,"0,3",32,Gers,Montagne
32345,111,"0,3",32,Gers,Montagne
32293,111,"0,3",32,Gers,Montagne
32147,111,"0,3",32,Gers,Montagne
32342,111,"0,3",32,Gers,Montagne
32162,111,"0,3",32,Gers,Montagne
32384,111,"0,3",32,Gers,Montagne
32037,111,"0,3",32,Gers,Montagne
32265,111,"0,3",32,Gers,Montagne
32064,111,"0,3",32,Gers,Montagne
32300,111,"0,3",32,Gers,Montagne
32233,111,"0,3",32,Gers,Montagne
32191,111,"0,3",32,Gers,Montagne
32114,111,"0,3",32,Gers,Montagne
32088,111,"0,3",32,Gers,Montagne
32041,111,"0,3",32,Gers,Montagne
32199,111,"0,3",32,Gers,Montagne
32244,111,"0,3",32,Gers,Montagne
32257,111,"0,3",32,Gers,Montagne
32054,111,"0,3",32,Gers,Montagne
32243,111,"0,3",32,Gers,Montagne
32063,111,"0,3",32,Gers,Montagne
32048,111,"0,3",32,Gers,Montagne
32175,111,"0,3",32,Gers,Montagne
32349,111,"0,3",32,Gers,Montagne
32197,111,"0,3",32,Gers,Montagne
32271,111,"0,3",32,Gers,Montagne
32333,111,"0,3",32,Gers,Montagne
32415,111,"0,3",32,Gers,Montagne
32368,111,"0,3",32,Gers,Montagne
32028,111,"0,3",32,Gers,Montagne
32173,111,"0,3",32,Gers,Montagne
32213,111,"0,3",32,Gers,Montagne
32146,111,"0,3",32,Gers,Montagne
32379,111,"0,3",32,Gers,Montagne
32276,111,"0,3",32,Gers,Montagne
32320,111,"0,3",32,Gers,Montagne
32090,111,"0,3",32,Gers,Montagne
32130,111,"0,3",32,Gers,Montagne
32304,111,"0,3",32,Gers,Montagne
32340,111,"0,3",32,Gers,Montagne
32078,111,"0,3",32,Gers,Montagne
32158,111,"0,3",32,Gers,Montagne
32337,111,"0,3",32,Gers,Montagne
32018,111,"0,3",32,Gers,Montagne
32057,111,"0,3",32,Gers,Montagne
32033,111,"0,3",32,Gers,Montagne
32234,111,"0,3",32,Gers,Montagne
32203,111,"0,3",32,Gers,Montagne
32267,111,"0,3",32,Gers,Montagne
32335,111,"0,3",32,Gers,Montagne
32422,111,"0,3",32,Gers,Montagne
32136,111,"0,3",32,Gers,Montagne
32424,111,"0,3",32,Gers,Montagne
32072,111,"0,3",32,Gers,Montagne
32143,111,"0,3",32,Gers,Montagne
32017,111,"0,3",32,Gers,Montagne
32294,111,"0,3",32,Gers,Montagne
32428,111,"0,3",32,Gers,Montagne
32110,111,"0,3",32,Gers,Montagne
32222,111,"0,3",32,Gers,Montagne
32344,111,"0,3",32,Gers,Montagne
32256,111,"0,3",32,Gers,Montagne
32306,111,"0,3",32,Gers,Montagne
32235,111,"0,3",32,Gers,Montagne
32020,111,"0,3",32,Gers,Montagne
32142,111,"0,3",32,Gers,Montagne
32380,111,"0,3",32,Gers,Montagne
32321,111,"0,3",32,Gers,Montagne
32238,111,"0,3",32,Gers,Montagne
32450,111,"0,3",32,Gers,Montagne
32421,111,"0,3",32,Gers,Montagne
32109,111,"0,3",32,Gers,Montagne
32100,111,"0,3",32,Gers,Montagne
32357,111,"0,3",32,Gers,Montagne
32155,111,"0,3",32,Gers,Montagne
32420,111,"0,3",32,Gers,Montagne
32319,111,"0,3",32,Gers,Montagne
32081,111,"0,3",32,Gers,Montagne
32461,111,"0,3",32,Gers,Montagne
32121,111,"0,3",32,Gers,Montagne
32181,111,"0,3",32,Gers,Montagne
32336,111,"0,3",32,Gers,Montagne
32286,111,"0,3",32,Gers,Montagne
32281,111,"0,3",32,Gers,Montagne
32071,111,"0,3",32,Gers,Montagne
32118,111,"0,3",32,Gers,Montagne
32270,111,"0,3",32,Gers,Montagne
32354,111,"0,3",32,Gers,Montagne
32231,111,"0,3",32,Gers,Montagne
32358,111,"0,3",32,Gers,Montagne
32339,111,"0,3",32,Gers,Montagne
32410,111,"0,3",32,Gers,Montagne
32094,111,"0,3",32,Gers,Montagne
32254,111,"0,3",32,Gers,Montagne
32131,111,"0,3",32,Gers,Montagne
32457,111,"0,3",32,Gers,Montagne
32200,111,"0,3",32,Gers,Montagne
32172,111,"0,3",32,Gers,Montagne
32264,111,"0,3",32,Gers,Montagne
32468,111,"0,3",32,Gers,Montagne
32164,111,"0,3",32,Gers,Montagne
32022,111,"0,3",32,Gers,Montagne
32425,111,"0,3",32,Gers,Montagne
32258,111,"0,3",32,Gers,Montagne
32430,111,"0,3",32,Gers,Montagne
32174,111,"0,3",32,Gers,Montagne
32103,111,"0,3",32,Gers,Montagne
32204,111,"0,3",32,Gers,Montagne
32035,111,"0,3",32,Gers,Montagne
32009,111,"0,3",32,Gers,Montagne
32362,111,"0,3",32,Gers,Montagne
32431,111,"0,3",32,Gers,Montagne
32385,111,"0,3",32,Gers,Montagne
32456,111,"0,3",32,Gers,Montagne
32195,111,"0,3",32,Gers,Montagne
32466,111,"0,3",32,Gers,Montagne
32047,111,"0,3",32,Gers,Montagne
32126,111,"0,3",32,Gers,Montagne
32454,111,"0,3",32,Gers,Montagne
32068,111,"0,3",32,Gers,Montagne
32268,111,"0,3",32,Gers,Montagne
32387,111,"0,3",32,Gers,Montagne
32423,111,"0,3",32,Gers,Montagne
32277,111,"0,3",32,Gers,Montagne
32039,111,"0,3",32,Gers,Montagne
32124,111,"0,3",32,Gers,Montagne
32433,111,"0,3",32,Gers,Montagne
32184,111,"0,3",32,Gers,Montagne
32438,111,"0,3",32,Gers,Montagne
32194,111,"0,3",32,Gers,Montagne
32405,111,"0,3",32,Gers,Montagne
32002,111,"0,3",32,Gers,Montagne
32182,111,"0,3",32,Gers,Montagne
32189,111,"0,3",32,Gers,Montagne
32289,111,"0,3",32,Gers,Montagne
32376,111,"0,3",32,Gers,Montagne
32301,111,"0,3",32,Gers,Montagne
32123,111,"0,3",32,Gers,Montagne
32133,111,"0,3",32,Gers,Montagne
32116,111,"0,3",32,Gers,Montagne
32399,111,"0,3",32,Gers,Montagne
32221,111,"0,3",32,Gers,Montagne
32283,111,"0,3",32,Gers,Montagne
32305,111,"0,3",32,Gers,Montagne
32434,111,"0,3",32,Gers,Montagne
32220,111,"0,3",32,Gers,Montagne
32332,111,"0,3",32,Gers,Montagne
32285,111,"0,3",32,Gers,Montagne
32005,111,"0,3",32,Gers,Montagne
32148,111,"0,3",32,Gers,Montagne
32177,111,"0,3",32,Gers,Montagne
32108,111,"0,3",32,Gers,Montagne
32160,111,"0,3",32,Gers,Montagne
32366,111,"0,3",32,Gers,Montagne
32432,111,"0,3",32,Gers,Montagne
32012,111,"0,3",32,Gers,Montagne
32083,111,"0,3",32,Gers,Montagne
32452,111,"0,3",32,Gers,Montagne
32040,111,"0,3",32,Gers,Montagne
32307,111,"0,3",32,Gers,Montagne
32451,111,"0,3",32,Gers,Montagne
32044,111,"0,3",32,Gers,Montagne
32308,111,"0,3",32,Gers,Montagne
32347,111,"0,3",32,Gers,Montagne
32391,111,"0,3",32,Gers,Montagne
32092,111,"0,3",32,Gers,Montagne
32407,111,"0,3",32,Gers,Montagne
32067,111,"0,3",32,Gers,Montagne
32034,111,"0,3",32,Gers,Montagne
32292,111,"0,3",32,Gers,Montagne
32467,111,"0,3",32,Gers,Montagne
32013,111,"0,3",32,Gers,Montagne
32402,111,"0,3",32,Gers,Montagne
32112,111,"0,3",32,Gers,Montagne
32171,111,"0,3",32,Gers,Montagne
32331,111,"0,3",32,Gers,Montagne
32462,111,"0,3",32,Gers,Montagne
32361,111,"0,3",32,Gers,Montagne
32031,111,"0,3",32,Gers,Montagne
32386,111,"0,3",32,Gers,Montagne
32051,111,"0,3",32,Gers,Montagne
32290,111,"0,3",32,Gers,Montagne
32442,111,"0,3",32,Gers,Montagne
32056,111,"0,3",32,Gers,Montagne
32125,111,"0,3",32,Gers,Montagne
32266,111,"0,3",32,Gers,Montagne
32008,111,"0,3",32,Gers,Montagne
32350,111,"0,3",32,Gers,Montagne
32396,111,"0,3",32,Gers,Montagne
32024,111,"0,3",32,Gers,Montagne
32128,111,"0,3",32,Gers,Montagne
32355,111,"0,3",32,Gers,Montagne
32323,111,"0,3",32,Gers,Montagne
32375,111,"0,3",32,Gers,Montagne
32394,111,"0,3",32,Gers,Montagne
32455,111,"0,3",32,Gers,Montagne
32059,111,"0,3",32,Gers,Montagne
32042,111,"0,3",32,Gers,Montagne
32132,111,"0,3",32,Gers,Montagne
32145,111,"0,3",32,Gers,Montagne
32364,111,"0,3",32,Gers,Montagne
32001,111,"0,3",32,Gers,Montagne
32210,111,"0,3",32,Gers,Montagne
32169,111,"0,3",32,Gers,Montagne
32249,111,"0,3",32,Gers,Montagne
32053,111,"0,3",32,Gers,Montagne
32356,111,"0,3",32,Gers,Montagne
32299,111,"0,3",32,Gers,Montagne
32021,111,"0,3",32,Gers,Montagne
32144,111,"0,3",32,Gers,Montagne
32069,111,"0,3",32,Gers,Montagne
32117,111,"0,3",32,Gers,Montagne
32435,111,"0,3",32,Gers,Montagne
32058,111,"0,3",32,Gers,Montagne
32262,111,"0,3",32,Gers,Montagne
32298,111,"0,3",32,Gers,Montagne
32138,111,"0,3",32,Gers,Montagne
32141,111,"0,3",32,Gers,Montagne
32070,111,"0,3",32,Gers,Montagne
32334,111,"0,3",32,Gers,Montagne
32408,111,"0,3",32,Gers,Montagne
32084,111,"0,3",32,Gers,Montagne
32274,111,"0,3",32,Gers,Montagne
32151,111,"0,3",32,Gers,Montagne
32046,111,"0,3",32,Gers,Montagne
32426,111,"0,3",32,Gers,Montagne
32275,111,"0,3",32,Gers,Montagne
32102,111,"0,3",32,Gers,Montagne
32003,111,"0,3",32,Gers,Montagne
32296,111,"0,3",32,Gers,Montagne
32251,111,"0,3",32,Gers,Montagne
32318,111,"0,3",32,Gers,Montagne
32106,111,"0,3",32,Gers,Montagne
32414,111,"0,3",32,Gers,Montagne
32060,111,"0,3",32,Gers,Montagne
32369,111,"0,3",32,Gers,Montagne
32038,111,"0,3",32,Gers,Montagne
32282,111,"0,3",32,Gers,Montagne
32311,111,"0,3",32,Gers,Montagne
32232,111,"0,3",32,Gers,Montagne
32346,111,"0,3",32,Gers,Montagne
32328,111,"0,3",32,Gers,Montagne
32166,111,"0,3",32,Gers,Montagne
32156,111,"0,3",32,Gers,Montagne
32365,111,"0,3",32,Gers,Montagne
32178,111,"0,3",32,Gers,Montagne
32107,111,"0,3",32,Gers,Montagne
32119,111,"0,3",32,Gers,Montagne
32248,111,"0,3",32,Gers,Montagne
32205,111,"0,3",32,Gers,Montagne
32302,111,"0,3",32,Gers,Montagne
32253,111,"0,3",32,Gers,Montagne
32196,111,"0,3",32,Gers,Montagne
32212,111,"0,3",32,Gers,Montagne
32418,111,"0,3",32,Gers,Montagne
32460,111,"0,3",32,Gers,Montagne
32122,111,"0,3",32,Gers,Montagne
32393,111,"0,3",32,Gers,Montagne
32190,111,"0,3",32,Gers,Montagne
32382,111,"0,3",32,Gers,Montagne
32015,111,"0,3",32,Gers,Montagne
32188,111,"0,3",32,Gers,Montagne
32314,111,"0,3",32,Gers,Montagne
32027,111,"0,3",32,Gers,Montagne
32214,111,"0,3",32,Gers,Montagne
32303,111,"0,3",32,Gers,Montagne
32216,111,"0,3",32,Gers,Montagne
32096,111,"0,3",32,Gers,Montagne
32187,111,"0,3",32,Gers,Montagne
32007,111,"0,3",32,Gers,Montagne
32278,111,"0,3",32,Gers,Montagne
32247,111,"0,3",32,Gers,Montagne
32207,111,"0,3",32,Gers,Montagne
32073,111,"0,3",32,Gers,Montagne
32167,111,"0,3",32,Gers,Montagne
32176,111,"0,3",32,Gers,Montagne
32026,111,"0,3",32,Gers,Montagne
32185,111,"0,3",32,Gers,Montagne
32413,111,"0,3",32,Gers,Montagne
32149,111,"0,3",32,Gers,Montagne
32050,111,"0,3",32,Gers,Montagne
32416,111,"0,3",32,Gers,Montagne
32052,111,"0,3",32,Gers,Montagne
32193,111,"0,3",32,Gers,Montagne
32065,111,"0,3",32,Gers,Montagne
32218,111,"0,3",32,Gers,Montagne
32045,111,"0,3",32,Gers,Montagne
32097,111,"0,3",32,Gers,Montagne
32113,111,"0,3",32,Gers,Montagne
32437,111,"0,3",32,Gers,Montagne
32411,111,"0,3",32,Gers,Montagne
32150,111,"0,3",32,Gers,Montagne
32465,111,"0,3",32,Gers,Montagne
32240,111,"0,3",32,Gers,Montagne
32371,111,"0,3",32,Gers,Montagne
32360,111,"0,3",32,Gers,Montagne
32186,111,"0,3",32,Gers,Montagne
32383,111,"0,3",32,Gers,Montagne
32219,111,"0,3",32,Gers,Montagne
32062,111,"0,3",32,Gers,Montagne
32412,111,"0,3",32,Gers,Montagne
32322,111,"0,3",32,Gers,Montagne
32032,111,"0,3",32,Gers,Montagne
32163,111,"0,3",32,Gers,Montagne
32273,111,"0,3",32,Gers,Montagne
32363,111,"0,3",32,Gers,Montagne
32227,111,"0,3",32,Gers,Montagne
32445,111,"0,3",32,Gers,Montagne
32409,111,"0,3",32,Gers,Montagne
32463,111,"0,3",32,Gers,Montagne
32217,111,"0,3",32,Gers,Montagne
32029,111,"0,3",32,Gers,Montagne
32082,111,"0,3",32,Gers,Montagne
32049,111,"0,3",32,Gers,Montagne
32237,111,"0,3",32,Gers,Montagne
32392,111,"0,3",32,Gers,Montagne
32403,111,"0,3",32,Gers,Montagne
32230,111,"0,3",32,Gers,Montagne
32309,111,"0,3",32,Gers,Montagne
32225,111,"0,3",32,Gers,Montagne
32080,111,"0,3",32,Gers,Montagne
32061,111,"0,3",32,Gers,Montagne
32104,111,"0,3",32,Gers,Montagne
32316,111,"0,3",32,Gers,Montagne
32135,111,"0,3",32,Gers,Montagne
32153,111,"0,3",32,Gers,Montagne
32459,111,"0,3",32,Gers,Montagne
32297,111,"0,3",32,Gers,Montagne
32310,111,"0,3",32,Gers,Montagne
32448,111,"0,3",32,Gers,Montagne
32330,111,"0,3",32,Gers,Montagne
32157,111,"0,3",32,Gers,Montagne
32228,111,"0,3",32,Gers,Montagne
32401,111,"0,3",32,Gers,Montagne
32351,111,"0,3",32,Gers,Montagne
32313,111,"0,3",32,Gers,Montagne
32043,111,"0,3",32,Gers,Montagne
59088,125,"0,34",59,Nord,Plaine
59659,125,"0,34",59,Nord,Plaine
59284,125,"0,34",59,Nord,Plaine
59036,125,"0,34",59,Nord,Plaine
59051,125,"0,34",59,Nord,Plaine
59002,125,"0,34",59,Nord,Plaine
59562,125,"0,34",59,Nord,Plaine
59655,125,"0,34",59,Nord,Plaine
59459,125,"0,34",59,Nord,Plaine
59136,125,"0,34",59,Nord,Plaine
59576,125,"0,34",59,Nord,Plaine
59421,125,"0,34",59,Nord,Plaine
59141,125,"0,34",59,Nord,Plaine
59280,125,"0,34",59,Nord,Plaine
59411,125,"0,34",59,Nord,Plaine
59381,125,"0,34",59,Nord,Plaine
59630,125,"0,34",59,Nord,Plaine
59572,125,"0,34",59,Nord,Plaine
59252,125,"0,34",59,Nord,Plaine
59018,125,"0,34",59,Nord,Plaine
59145,125,"0,34",59,Nord,Plaine
59398,125,"0,34",59,Nord,Plaine
59551,125,"0,34",59,Nord,Plaine
59193,125,"0,34",59,Nord,Plaine
59415,125,"0,34",59,Nord,Plaine
59374,125,"0,34",59,Nord,Plaine
59379,125,"0,34",59,Nord,Plaine
59601,125,"0,34",59,Nord,Plaine
59204,125,"0,34",59,Nord,Plaine
59123,125,"0,34",59,Nord,Plaine
59532,125,"0,34",59,Nord,Plaine
59328,125,"0,34",59,Nord,Plaine
59067,125,"0,34",59,Nord,Plaine
59076,125,"0,34",59,Nord,Plaine
59211,125,"0,34",59,Nord,Plaine
59419,125,"0,34",59,Nord,Plaine
59113,125,"0,34",59,Nord,Plaine
59393,125,"0,34",59,Nord,Plaine
59173,125,"0,34",59,Nord,Plaine
59519,125,"0,34",59,Nord,Plaine
59457,125,"0,34",59,Nord,Plaine
59592,125,"0,34",59,Nord,Plaine
59006,125,"0,34",59,Nord,Plaine
59106,125,"0,34",59,Nord,Plaine
59667,125,"0,34",59,Nord,Plaine
59641,125,"0,34",59,Nord,Plaine
59209,125,"0,34",59,Nord,Plaine
59437,125,"0,34",59,Nord,Plaine
59029,125,"0,34",59,Nord,Plaine
59069,125,"0,34",59,Nord,Plaine
59283,125,"0,34",59,Nord,Plaine
59313,125,"0,34",59,Nord,Plaine
59077,125,"0,34",59,Nord,Plaine
59203,125,"0,34",59,Nord,Plaine
59100,125,"0,34",59,Nord,Plaine
59150,125,"0,34",59,Nord,Plaine
59511,125,"0,34",59,Nord,Plaine
59027,125,"0,34",59,Nord,Plaine
59281,125,"0,34",59,Nord,Plaine
59179,125,"0,34",59,Nord,Plaine
59082,125,"0,34",59,Nord,Plaine
59669,125,"0,34",59,Nord,Plaine
59643,125,"0,34",59,Nord,Plaine
59075,125,"0,34",59,Nord,Plaine
59323,125,"0,34",59,Nord,Plaine
59587,125,"0,34",59,Nord,Plaine
59238,125,"0,34",59,Nord,Plaine
59443,125,"0,34",59,Nord,Plaine
59638,125,"0,34",59,Nord,Plaine
59147,125,"0,34",59,Nord,Plaine
59395,125,"0,34",59,Nord,Plaine
59031,125,"0,34",59,Nord,Plaine
59503,125,"0,34",59,Nord,Plaine
59537,125,"0,34",59,Nord,Plaine
59210,125,"0,34",59,Nord,Plaine
59584,125,"0,34",59,Nord,Plaine
59650,125,"0,34",59,Nord,Plaine
59365,125,"0,34",59,Nord,Plaine
59185,125,"0,34",59,Nord,Plaine
59028,125,"0,34",59,Nord,Plaine
59610,125,"0,34",59,Nord,Plaine
59301,125,"0,34",59,Nord,Plaine
59115,125,"0,34",59,Nord,Plaine
59311,125,"0,34",59,Nord,Plaine
59368,125,"0,34",59,Nord,Plaine
59060,125,"0,34",59,Nord,Plaine
59194,125,"0,34",59,Nord,Plaine
59428,125,"0,34",59,Nord,Plaine
59431,125,"0,34",59,Nord,Plaine
59159,125,"0,34",59,Nord,Plaine
59318,125,"0,34",59,Nord,Plaine
59590,125,"0,34",59,Nord,Plaine
59637,125,"0,34",59,Nord,Plaine
59168,125,"0,34",59,Nord,Plaine
59495,125,"0,34",59,Nord,Plaine
59400,125,"0,34",59,Nord,Plaine
59430,125,"0,34",59,Nord,Plaine
59016,125,"0,34",59,Nord,Plaine
59514,125,"0,34",59,Nord,Plaine
59105,125,"0,34",59,Nord,Plaine
59481,125,"0,34",59,Nord,Plaine
59037,125,"0,34",59,Nord,Plaine
59634,125,"0,34",59,Nord,Plaine
59397,125,"0,34",59,Nord,Plaine
59124,125,"0,34",59,Nord,Plaine
59253,125,"0,34",59,Nord,Plaine
59165,125,"0,34",59,Nord,Plaine
59349,125,"0,34",59,Nord,Plaine
59629,125,"0,34",59,Nord,Plaine
59555,125,"0,34",59,Nord,Plaine
59549,125,"0,34",59,Nord,Plaine
59182,125,"0,34",59,Nord,Plaine
59317,125,"0,34",59,Nord,Plaine
59063,125,"0,34",59,Nord,Plaine
59186,125,"0,34",59,Nord,Plaine
59071,125,"0,34",59,Nord,Plaine
59484,125,"0,34",59,Nord,Plaine
59167,125,"0,34",59,Nord,Plaine
59310,125,"0,34",59,Nord,Plaine
59078,125,"0,34",59,Nord,Plaine
59233,125,"0,34",59,Nord,Plaine
59594,125,"0,34",59,Nord,Plaine
59627,125,"0,34",59,Nord,Plaine
59273,125,"0,34",59,Nord,Plaine
59201,125,"0,34",59,Nord,Plaine
59247,125,"0,34",59,Nord,Plaine
59286,125,"0,34",59,Nord,Plaine
59138,125,"0,34",59,Nord,Plaine
59369,125,"0,34",59,Nord,Plaine
59639,125,"0,34",59,Nord,Plaine
59086,125,"0,34",59,Nord,Plaine
59554,125,"0,34",59,Nord,Plaine
59046,125,"0,34",59,Nord,Plaine
59107,125,"0,34",59,Nord,Plaine
59127,125,"0,34",59,Nord,Plaine
59279,125,"0,34",59,Nord,Plaine
59526,125,"0,34",59,Nord,Plaine
59041,125,"0,34",59,Nord,Plaine
59642,125,"0,34",59,Nord,Plaine
59482,125,"0,34",59,Nord,Plaine
59171,125,"0,34",59,Nord,Plaine
59099,125,"0,34",59,Nord,Plaine
59226,125,"0,34",59,Nord,Plaine
59048,125,"0,34",59,Nord,Plaine
59270,125,"0,34",59,Nord,Plaine
59012,125,"0,34",59,Nord,Plaine
59059,125,"0,34",59,Nord,Plaine
59049,125,"0,34",59,Nord,Plaine
59044,125,"0,34",59,Nord,Plaine
59499,125,"0,34",59,Nord,Plaine
59184,125,"0,34",59,Nord,Plaine
59225,125,"0,34",59,Nord,Plaine
59325,125,"0,34",59,Nord,Plaine
59507,125,"0,34",59,Nord,Plaine
59538,125,"0,34",59,Nord,Plaine
59574,125,"0,34",59,Nord,Plaine
